,series_division,poll,season,week,season_week,rank,team,team_id,conference,first_place_votes,points,is_playoff_poll,last_updated
4380,FBS,Coaches Poll,2015,1,201501,14,UCLA,26,Pac-12,0,697,0,2019-11-12 22:50:18
4381,FBS,Coaches Poll,2015,1,201501,15,North Carolina,153,ACC,0,543,0,2019-11-12 22:50:18
4382,FBS,Coaches Poll,2015,1,201501,15,Ole Miss,145,SEC,0,668,0,2019-11-12 22:50:18
4383,FBS,Coaches Poll,2015,1,201501,16,Utah,254,Pac-12,0,499,0,2019-11-12 22:50:18
4384,FBS,Coaches Poll,2015,1,201501,16,Arizona State,9,Pac-12,0,577,0,2019-11-12 22:50:18
4385,FBS,Coaches Poll,2015,1,201501,17,LSU,99,SEC,0,485,0,2019-11-12 22:50:18
4386,FBS,Coaches Poll,2015,1,201501,17,Georgia Tech,59,ACC,0,573,0,2019-11-12 22:50:18
4387,FBS,Coaches Poll,2015,1,201501,18,Navy,2426,American Athletic,0,402,0,2019-11-12 22:50:18
4388,FBS,Coaches Poll,2015,1,201501,18,Wisconsin,275,Big Ten,0,470,0,2019-11-12 22:50:18
4389,FBS,Coaches Poll,2015,1,201501,19,Oklahoma State,197,Big 12,0,392,0,2019-11-12 22:50:18
4390,FBS,Coaches Poll,2015,1,201501,19,Oklahoma,201,Big 12,0,407,0,2019-11-12 22:50:18
4391,FBS,Coaches Poll,2015,1,201501,20,Oregon,2483,Pac-12,0,356,0,2019-11-12 22:50:18
4392,FBS,Coaches Poll,2015,1,201501,20,Arkansas,8,SEC,0,377,0,2019-11-12 22:50:18
4393,FBS,Coaches Poll,2015,1,201501,21,Wisconsin,275,Big Ten,0,307,0,2019-11-12 22:50:18
4394,FBS,Coaches Poll,2015,1,201501,21,Stanford,24,Pac-12,0,365,0,2019-11-12 22:50:18
4395,FBS,Coaches Poll,2015,1,201501,22,Northwestern,77,Big Ten,0,207,0,2019-11-12 22:50:18
4396,FBS,Coaches Poll,2015,1,201501,22,Arizona,12,Pac-12,0,299,0,2019-11-12 22:50:18
4397,FBS,Coaches Poll,2015,1,201501,23,Tennessee,2633,SEC,0,190,0,2019-11-12 22:50:18
4398,FBS,Coaches Poll,2015,1,201501,23,Missouri,142,SEC,0,229,0,2019-11-12 22:50:18
4399,FBS,Coaches Poll,2015,1,201501,24,Georgia,61,SEC,0,173,0,2019-11-12 22:50:18
4400,FBS,Coaches Poll,2015,1,201501,24,Boise State,68,Mountain West,0,190,0,2019-11-12 22:50:18
4401,FBS,Coaches Poll,2015,1,201501,25,Florida,57,SEC,0,141,0,2019-11-12 22:50:18
4402,FBS,Coaches Poll,2015,1,201501,25,Tennessee,2633,SEC,0,166,0,2019-11-12 22:50:18
4403,FBS,Playoff Committee Rankings,2014,16,201416,1,Alabama,333,SEC,0,0,1,2019-11-12 22:50:18
4404,FBS,Playoff Committee Rankings,2014,16,201416,2,Oregon,2483,Pac-12,0,0,1,2019-11-12 22:50:18
4405,FBS,Playoff Committee Rankings,2014,16,201416,3,Florida State,52,ACC,0,0,1,2019-11-12 22:50:18
4406,FBS,Playoff Committee Rankings,2014,16,201416,4,Ohio State,194,Big Ten,0,0,1,2019-11-12 22:50:18
4407,FBS,Playoff Committee Rankings,2014,16,201416,5,Baylor,239,Big 12,0,0,1,2019-11-12 22:50:18
4408,FBS,Playoff Committee Rankings,2014,16,201416,6,TCU,2628,Big 12,0,0,1,2019-11-12 22:50:18
4409,FBS,Playoff Committee Rankings,2014,16,201416,7,Mississippi State,344,SEC,0,0,1,2019-11-12 22:50:18
4410,FBS,Playoff Committee Rankings,2014,16,201416,8,Michigan State,127,Big Ten,0,0,1,2019-11-12 22:50:18
4411,FBS,Playoff Committee Rankings,2014,16,201416,9,Ole Miss,145,SEC,0,0,1,2019-11-12 22:50:18
4412,FBS,Playoff Committee Rankings,2014,16,201416,10,Arizona,12,Pac-12,0,0,1,2019-11-12 22:50:18
4413,FBS,Playoff Committee Rankings,2014,16,201416,11,Kansas State,2306,Big 12,0,0,1,2019-11-12 22:50:18
4414,FBS,Playoff Committee Rankings,2014,16,201416,12,Georgia Tech,59,ACC,0,0,1,2019-11-12 22:50:18
4415,FBS,Playoff Committee Rankings,2014,16,201416,13,Georgia,61,SEC,0,0,1,2019-11-12 22:50:18
4416,FBS,Playoff Committee Rankings,2014,16,201416,14,UCLA,26,Pac-12,0,0,1,2019-11-12 22:50:18
4417,FBS,Playoff Committee Rankings,2014,16,201416,15,Arizona State,9,Pac-12,0,0,1,2019-11-12 22:50:18
4418,FBS,Playoff Committee Rankings,2014,16,201416,16,Missouri,142,SEC,0,0,1,2019-11-12 22:50:18
4419,FBS,Playoff Committee Rankings,2014,16,201416,17,Clemson,228,ACC,0,0,1,2019-11-12 22:50:18
4420,FBS,Playoff Committee Rankings,2014,16,201416,18,Wisconsin,275,Big Ten,0,0,1,2019-11-12 22:50:18
4421,FBS,Playoff Committee Rankings,2014,16,201416,19,Auburn,2,SEC,0,0,1,2019-11-12 22:50:18
4422,FBS,Playoff Committee Rankings,2014,16,201416,20,Boise State,68,Mountain West,0,0,1,2019-11-12 22:50:18
4423,FBS,Playoff Committee Rankings,2014,16,201416,21,Louisville,97,ACC,0,0,1,2019-11-12 22:50:18
4424,FBS,Playoff Committee Rankings,2014,16,201416,22,Utah,254,Pac-12,0,0,1,2019-11-12 22:50:18
4425,FBS,Playoff Committee Rankings,2014,16,201416,23,LSU,99,SEC,0,0,1,2019-11-12 22:50:18
4426,FBS,Playoff Committee Rankings,2014,16,201416,24,USC,30,Pac-12,0,0,1,2019-11-12 22:50:18
4427,FBS,Playoff Committee Rankings,2014,16,201416,25,Minnesota,135,Big Ten,0,0,1,2019-11-12 22:50:18
4428,FBS,AP Top 25,2014,16,201416,1,Alabama,333,SEC,27,1452,0,2019-11-12 22:50:18
4429,FBS,AP Top 25,2014,16,201416,2,Florida State,52,ACC,25,1436,0,2019-11-12 22:50:18
4430,FBS,AP Top 25,2014,16,201416,3,Oregon,2483,Pac-12,8,1426,0,2019-11-12 22:50:18
4431,FBS,AP Top 25,2014,16,201416,4,Baylor,239,Big 12,0,1265,0,2019-11-12 22:50:18
4432,FBS,AP Top 25,2014,16,201416,5,Ohio State,194,Big Ten,0,1262,0,2019-11-12 22:50:18
4433,FBS,AP Top 25,2014,16,201416,6,TCU,2628,Big 12,0,1257,0,2019-11-12 22:50:18
4434,FBS,AP Top 25,2014,16,201416,7,Michigan State,127,Big Ten,0,1105,0,2019-11-12 22:50:18
4435,FBS,AP Top 25,2014,16,201416,8,Mississippi State,344,SEC,0,1070,0,2019-11-12 22:50:18
4436,FBS,AP Top 25,2014,16,201416,9,Ole Miss,145,SEC,0,976,0,2019-11-12 22:50:18
4437,FBS,AP Top 25,2014,16,201416,10,Georgia Tech,59,ACC,0,876,0,2019-11-12 22:50:18
4438,FBS,AP Top 25,2014,16,201416,11,Kansas State,2306,Big 12,0,875,0,2019-11-12 22:50:18
4439,FBS,AP Top 25,2014,16,201416,12,Arizona,12,Pac-12,0,819,0,2019-11-12 22:50:18
4440,FBS,AP Top 25,2014,16,201416,13,Georgia,61,SEC,0,745,0,2019-11-12 22:50:18
4441,FBS,AP Top 25,2014,16,201416,14,UCLA,26,Pac-12,0,663,0,2019-11-12 22:50:18
4442,FBS,AP Top 25,2014,16,201416,15,Arizona State,9,Pac-12,0,602,0,2019-11-12 22:50:18
4443,FBS,AP Top 25,2014,16,201416,16,Missouri,142,SEC,0,599,0,2019-11-12 22:50:18
4444,FBS,AP Top 25,2014,16,201416,17,Wisconsin,275,Big Ten,0,542,0,2019-11-12 22:50:18
4445,FBS,AP Top 25,2014,16,201416,18,Clemson,228,ACC,0,509,0,2019-11-12 22:50:18
4446,FBS,AP Top 25,2014,16,201416,19,Auburn,2,SEC,0,450,0,2019-11-12 22:50:18
4447,FBS,AP Top 25,2014,16,201416,20,Louisville,97,ACC,0,406,0,2019-11-12 22:50:18
4448,FBS,AP Top 25,2014,16,201416,21,Boise State,68,Mountain West,0,368,0,2019-11-12 22:50:18
4449,FBS,AP Top 25,2014,16,201416,22,LSU,99,SEC,0,221,0,2019-11-12 22:50:18
4450,FBS,AP Top 25,2014,16,201416,23,Utah,254,Pac-12,0,134,0,2019-11-12 22:50:18
4451,FBS,AP Top 25,2014,16,201416,24,USC,30,Pac-12,0,112,0,2019-11-12 22:50:18
4452,FBS,AP Top 25,2014,16,201416,25,Nebraska,158,Big Ten,0,79,0,2019-11-12 22:50:18
4453,FBS,Coaches Poll,2014,16,201416,1,Alabama,333,SEC,28,1486,0,2019-11-12 22:50:18
4454,FBS,Coaches Poll,2014,16,201416,2,Florida State,52,ACC,25,1450,0,2019-11-12 22:50:18
4455,FBS,Coaches Poll,2014,16,201416,3,Oregon,2483,Pac-12,7,1439,0,2019-11-12 22:50:18
4456,FBS,Coaches Poll,2014,16,201416,4,Ohio State,194,Big Ten,0,1307,0,2019-11-12 22:50:18
4457,FBS,Coaches Poll,2014,16,201416,5,Baylor,239,Big 12,0,1277,0,2019-11-12 22:50:18
4458,FBS,Coaches Poll,2014,16,201416,6,TCU,2628,Big 12,1,1276,0,2019-11-12 22:50:18
4459,FBS,Coaches Poll,2014,16,201416,7,Michigan State,127,Big Ten,0,1143,0,2019-11-12 22:50:18
4460,FBS,Coaches Poll,2014,16,201416,8,Mississippi State,344,SEC,0,1079,0,2019-11-12 22:50:18
4461,FBS,Coaches Poll,2014,16,201416,9,Georgia Tech,59,ACC,0,922,0,2019-11-12 22:50:18
4462,FBS,Coaches Poll,2014,16,201416,10,Kansas State,2306,Big 12,0,915,0,2019-11-12 22:50:18
4463,FBS,Coaches Poll,2014,16,201416,11,Arizona,12,Pac-12,0,903,0,2019-11-12 22:50:18
4464,FBS,Coaches Poll,2014,16,201416,12,Ole Miss,145,SEC,0,882,0,2019-11-12 22:50:18
4465,FBS,Coaches Poll,2014,16,201416,13,Georgia,61,SEC,0,759,0,2019-11-12 22:50:18
4466,FBS,Coaches Poll,2014,16,201416,14,Missouri,142,SEC,0,676,0,2019-11-12 22:50:18
4467,FBS,Coaches Poll,2014,16,201416,15,UCLA,26,Pac-12,0,661,0,2019-11-12 22:50:18
4468,FBS,Coaches Poll,2014,16,201416,16,Arizona State,9,Pac-12,0,599,0,2019-11-12 22:50:18
4469,FBS,Coaches Poll,2014,16,201416,17,Wisconsin,275,Big Ten,0,566,0,2019-11-12 22:50:18
4470,FBS,Coaches Poll,2014,16,201416,18,Clemson,228,ACC,0,518,0,2019-11-12 22:50:18
4471,FBS,Coaches Poll,2014,16,201416,19,Auburn,2,SEC,0,395,0,2019-11-12 22:50:18
4472,FBS,Coaches Poll,2014,16,201416,20,Louisville,97,ACC,0,381,0,2019-11-12 22:50:18
4473,FBS,Coaches Poll,2014,16,201416,21,Boise State,68,Mountain West,0,325,0,2019-11-12 22:50:18
4474,FBS,Coaches Poll,2014,16,201416,22,Nebraska,158,Big Ten,0,200,0,2019-11-12 22:50:18
4475,FBS,Coaches Poll,2014,16,201416,23,LSU,99,SEC,0,173,0,2019-11-12 22:50:18
4476,FBS,Coaches Poll,2014,16,201416,24,Oklahoma,201,Big 12,0,100,0,2019-11-12 22:50:18
4477,FBS,Coaches Poll,2014,16,201416,25,Utah,254,Pac-12,0,72,0,2019-11-12 22:50:18
4478,FBS,Playoff Committee Rankings,2014,15,201415,1,Alabama,333,SEC,0,0,1,2019-11-12 22:50:18
4479,FBS,Playoff Committee Rankings,2014,15,201415,2,Oregon,2483,Pac-12,0,0,1,2019-11-12 22:50:18
4480,FBS,Playoff Committee Rankings,2014,15,201415,3,TCU,2628,Big 12,0,0,1,2019-11-12 22:50:18
4481,FBS,Playoff Committee Rankings,2014,15,201415,4,Florida State,52,ACC,0,0,1,2019-11-12 22:50:18
4482,FBS,Playoff Committee Rankings,2014,15,201415,5,Ohio State,194,Big Ten,0,0,1,2019-11-12 22:50:18
4483,FBS,Playoff Committee Rankings,2014,15,201415,6,Baylor,239,Big 12,0,0,1,2019-11-12 22:50:18
4484,FBS,Playoff Committee Rankings,2014,15,201415,7,Arizona,12,Pac-12,0,0,1,2019-11-12 22:50:18
4485,FBS,Playoff Committee Rankings,2014,15,201415,8,Michigan State,127,Big Ten,0,0,1,2019-11-12 22:50:18
4486,FBS,Playoff Committee Rankings,2014,15,201415,9,Kansas State,2306,Big 12,0,0,1,2019-11-12 22:50:18
4487,FBS,Playoff Committee Rankings,2014,15,201415,10,Mississippi State,344,SEC,0,0,1,2019-11-12 22:50:18
4488,FBS,Playoff Committee Rankings,2014,15,201415,11,Georgia Tech,59,ACC,0,0,1,2019-11-12 22:50:18
4489,FBS,Playoff Committee Rankings,2014,15,201415,12,Ole Miss,145,SEC,0,0,1,2019-11-12 22:50:18
4490,FBS,Playoff Committee Rankings,2014,15,201415,13,Wisconsin,275,Big Ten,0,0,1,2019-11-12 22:50:18
4491,FBS,Playoff Committee Rankings,2014,15,201415,14,Georgia,61,SEC,0,0,1,2019-11-12 22:50:18
4492,FBS,Playoff Committee Rankings,2014,15,201415,15,UCLA,26,Pac-12,0,0,1,2019-11-12 22:50:18
4493,FBS,Playoff Committee Rankings,2014,15,201415,16,Missouri,142,SEC,0,0,1,2019-11-12 22:50:18
4494,FBS,Playoff Committee Rankings,2014,15,201415,17,Arizona State,9,Pac-12,0,0,1,2019-11-12 22:50:18
4495,FBS,Playoff Committee Rankings,2014,15,201415,18,Clemson,228,ACC,0,0,1,2019-11-12 22:50:18
4496,FBS,Playoff Committee Rankings,2014,15,201415,19,Auburn,2,SEC,0,0,1,2019-11-12 22:50:18
4497,FBS,Playoff Committee Rankings,2014,15,201415,20,Oklahoma,201,Big 12,0,0,1,2019-11-12 22:50:18
4498,FBS,Playoff Committee Rankings,2014,15,201415,21,Louisville,97,ACC,0,0,1,2019-11-12 22:50:18
4499,FBS,Playoff Committee Rankings,2014,15,201415,22,Boise State,68,Mountain West,0,0,1,2019-11-12 22:50:18
4500,FBS,Playoff Committee Rankings,2014,15,201415,23,Utah,254,Pac-12,0,0,1,2019-11-12 22:50:18
4501,FBS,Playoff Committee Rankings,2014,15,201415,24,LSU,99,SEC,0,0,1,2019-11-12 22:50:18
4502,FBS,Playoff Committee Rankings,2014,15,201415,25,USC,30,Pac-12,0,0,1,2019-11-12 22:50:18
4503,FBS,AP Top 25,2014,15,201415,1,Alabama,333,SEC,25,1426,0,2019-11-12 22:50:18
4504,FBS,AP Top 25,2014,15,201415,2,Florida State,52,ACC,29,1423,0,2019-11-12 22:50:18
4505,FBS,AP Top 25,2014,15,201415,3,Oregon,2483,Pac-12,5,1391,0,2019-11-12 22:50:18
4506,FBS,AP Top 25,2014,15,201415,4,TCU,2628,Big 12,0,1274,0,2019-11-12 22:50:18
4507,FBS,AP Top 25,2014,15,201415,5,Baylor,239,Big 12,0,1243,0,2019-11-12 22:50:18
4508,FBS,AP Top 25,2014,15,201415,6,Ohio State,194,Big Ten,0,1192,0,2019-11-12 22:50:18
4509,FBS,AP Top 25,2014,15,201415,7,Michigan State,127,Big Ten,0,1048,0,2019-11-12 22:50:18
4510,FBS,AP Top 25,2014,15,201415,8,Arizona,12,Pac-12,0,1027,0,2019-11-12 22:50:18
4511,FBS,AP Top 25,2014,15,201415,9,Kansas State,2306,Big 12,0,995,0,2019-11-12 22:50:18
4512,FBS,AP Top 25,2014,15,201415,10,Mississippi State,344,SEC,0,944,0,2019-11-12 22:50:18
4513,FBS,AP Top 25,2014,15,201415,11,Wisconsin,275,Big Ten,0,910,0,2019-11-12 22:50:18
4514,FBS,AP Top 25,2014,15,201415,12,Georgia Tech,59,ACC,0,823,0,2019-11-12 22:50:18
4515,FBS,AP Top 25,2014,15,201415,13,Ole Miss,145,SEC,0,753,0,2019-11-12 22:50:18
4516,FBS,AP Top 25,2014,15,201415,14,Missouri,142,SEC,0,740,0,2019-11-12 22:50:18
4517,FBS,AP Top 25,2014,15,201415,15,Georgia,61,SEC,0,606,0,2019-11-12 22:50:18
4518,FBS,AP Top 25,2014,15,201415,16,UCLA,26,Pac-12,0,512,0,2019-11-12 22:50:18
4519,FBS,AP Top 25,2014,15,201415,17,Arizona State,9,Pac-12,0,495,0,2019-11-12 22:50:18
4520,FBS,AP Top 25,2014,15,201415,18,Oklahoma,201,Big 12,0,485,0,2019-11-12 22:50:18
4521,FBS,AP Top 25,2014,15,201415,19,Clemson,228,ACC,0,418,0,2019-11-12 22:50:18
4522,FBS,AP Top 25,2014,15,201415,20,Auburn,2,SEC,0,358,0,2019-11-12 22:50:18
4523,FBS,AP Top 25,2014,15,201415,21,Louisville,97,ACC,0,346,0,2019-11-12 22:50:18
4524,FBS,AP Top 25,2014,15,201415,22,Boise State,68,Mountain West,0,265,0,2019-11-12 22:50:18
4525,FBS,AP Top 25,2014,15,201415,23,LSU,99,SEC,0,145,0,2019-11-12 22:50:18
4526,FBS,AP Top 25,2014,15,201415,24,Utah,254,Pac-12,0,79,0,2019-11-12 22:50:18
4527,FBS,AP Top 25,2014,15,201415,25,Nebraska,158,Big Ten,0,64,0,2019-11-12 22:50:18
4528,FBS,Coaches Poll,2014,15,201415,1,Alabama,333,SEC,28,1507,0,2019-11-12 22:50:18
4529,FBS,Coaches Poll,2014,15,201415,2,Florida State,52,ACC,28,1489,0,2019-11-12 22:50:18
4530,FBS,Coaches Poll,2014,15,201415,3,Oregon,2483,Pac-12,6,1458,0,2019-11-12 22:50:18
4531,FBS,Coaches Poll,2014,15,201415,4,TCU,2628,Big 12,0,1339,0,2019-11-12 22:50:18
4532,FBS,Coaches Poll,2014,15,201415,5,Baylor,239,Big 12,0,1300,0,2019-11-12 22:50:18
4533,FBS,Coaches Poll,2014,15,201415,6,Ohio State,194,Big Ten,0,1269,0,2019-11-12 22:50:18
4534,FBS,Coaches Poll,2014,15,201415,7,Michigan State,127,Big Ten,0,1136,0,2019-11-12 22:50:18
4535,FBS,Coaches Poll,2014,15,201415,8,Arizona,12,Pac-12,0,1050,0,2019-11-12 22:50:18
4536,FBS,Coaches Poll,2014,15,201415,9,Kansas State,2306,Big 12,0,1037,0,2019-11-12 22:50:18
4537,FBS,Coaches Poll,2014,15,201415,10,Mississippi State,344,SEC,0,979,0,2019-11-12 22:50:18
4538,FBS,Coaches Poll,2014,15,201415,11,Wisconsin,275,Big Ten,0,955,0,2019-11-12 22:50:18
4539,FBS,Coaches Poll,2014,15,201415,12,Georgia Tech,59,ACC,0,867,0,2019-11-12 22:50:18
4540,FBS,Coaches Poll,2014,15,201415,13,Missouri,142,SEC,0,820,0,2019-11-12 22:50:18
4541,FBS,Coaches Poll,2014,15,201415,14,Ole Miss,145,SEC,0,709,0,2019-11-12 22:50:18
4542,FBS,Coaches Poll,2014,15,201415,15,Georgia,61,SEC,0,590,0,2019-11-12 22:50:18
4543,FBS,Coaches Poll,2014,15,201415,16,Oklahoma,201,Big 12,0,582,0,2019-11-12 22:50:18
4544,FBS,Coaches Poll,2014,15,201415,17,UCLA,26,Pac-12,0,517,0,2019-11-12 22:50:18
4545,FBS,Coaches Poll,2014,15,201415,18,Arizona State,9,Pac-12,0,486,0,2019-11-12 22:50:18
4546,FBS,Coaches Poll,2014,15,201415,19,Clemson,228,ACC,0,439,0,2019-11-12 22:50:18
4547,FBS,Coaches Poll,2014,15,201415,20,Louisville,97,ACC,0,395,0,2019-11-12 22:50:18
4548,FBS,Coaches Poll,2014,15,201415,21,Auburn,2,SEC,0,361,0,2019-11-12 22:50:18
4549,FBS,Coaches Poll,2014,15,201415,22,Boise State,68,Mountain West,0,253,0,2019-11-12 22:50:18
4550,FBS,Coaches Poll,2014,15,201415,23,Nebraska,158,Big Ten,0,166,0,2019-11-12 22:50:18
4551,FBS,Coaches Poll,2014,15,201415,24,LSU,99,SEC,0,87,0,2019-11-12 22:50:18
4552,FBS,Coaches Poll,2014,15,201415,25,Minnesota,135,Big Ten,0,86,0,2019-11-12 22:50:18
4553,FBS,Playoff Committee Rankings,2014,14,201414,1,Alabama,333,SEC,0,0,1,2019-11-12 22:50:18
4554,FBS,Playoff Committee Rankings,2014,14,201414,2,Oregon,2483,Pac-12,0,0,1,2019-11-12 22:50:18
4555,FBS,Playoff Committee Rankings,2014,14,201414,3,Florida State,52,ACC,0,0,1,2019-11-12 22:50:18
4556,FBS,Playoff Committee Rankings,2014,14,201414,4,Mississippi State,344,SEC,0,0,1,2019-11-12 22:50:18
4557,FBS,Playoff Committee Rankings,2014,14,201414,5,TCU,2628,Big 12,0,0,1,2019-11-12 22:50:18
4558,FBS,Playoff Committee Rankings,2014,14,201414,6,Ohio State,194,Big Ten,0,0,1,2019-11-12 22:50:18
4559,FBS,Playoff Committee Rankings,2014,14,201414,7,Baylor,239,Big 12,0,0,1,2019-11-12 22:50:18
4560,FBS,Playoff Committee Rankings,2014,14,201414,8,UCLA,26,Pac-12,0,0,1,2019-11-12 22:50:18
4561,FBS,Playoff Committee Rankings,2014,14,201414,9,Georgia,61,SEC,0,0,1,2019-11-12 22:50:18
4562,FBS,Playoff Committee Rankings,2014,14,201414,10,Michigan State,127,Big Ten,0,0,1,2019-11-12 22:50:18
4563,FBS,Playoff Committee Rankings,2014,14,201414,11,Arizona,12,Pac-12,0,0,1,2019-11-12 22:50:18
4564,FBS,Playoff Committee Rankings,2014,14,201414,12,Kansas State,2306,Big 12,0,0,1,2019-11-12 22:50:18
4565,FBS,Playoff Committee Rankings,2014,14,201414,13,Arizona State,9,Pac-12,0,0,1,2019-11-12 22:50:18
4566,FBS,Playoff Committee Rankings,2014,14,201414,14,Wisconsin,275,Big Ten,0,0,1,2019-11-12 22:50:18
4567,FBS,Playoff Committee Rankings,2014,14,201414,15,Auburn,2,SEC,0,0,1,2019-11-12 22:50:18
4568,FBS,Playoff Committee Rankings,2014,14,201414,16,Georgia Tech,59,ACC,0,0,1,2019-11-12 22:50:18
4569,FBS,Playoff Committee Rankings,2014,14,201414,17,Missouri,142,SEC,0,0,1,2019-11-12 22:50:18
4570,FBS,Playoff Committee Rankings,2014,14,201414,18,Minnesota,135,Big Ten,0,0,1,2019-11-12 22:50:18
4571,FBS,Playoff Committee Rankings,2014,14,201414,19,Ole Miss,145,SEC,0,0,1,2019-11-12 22:50:18
4572,FBS,Playoff Committee Rankings,2014,14,201414,20,Oklahoma,201,Big 12,0,0,1,2019-11-12 22:50:18
4573,FBS,Playoff Committee Rankings,2014,14,201414,21,Clemson,228,ACC,0,0,1,2019-11-12 22:50:18
4574,FBS,Playoff Committee Rankings,2014,14,201414,22,Louisville,97,ACC,0,0,1,2019-11-12 22:50:18
4575,FBS,Playoff Committee Rankings,2014,14,201414,23,Boise State,68,Mountain West,0,0,1,2019-11-12 22:50:18
4576,FBS,Playoff Committee Rankings,2014,14,201414,24,Marshall,276,Conference USA,0,0,1,2019-11-12 22:50:18
4577,FBS,Playoff Committee Rankings,2014,14,201414,25,Utah,254,Pac-12,0,0,1,2019-11-12 22:50:18
4578,FBS,AP Top 25,2014,14,201414,1,Florida State,52,ACC,37,1458,0,2019-11-12 22:50:18
4579,FBS,AP Top 25,2014,14,201414,2,Alabama,333,SEC,21,1445,0,2019-11-12 22:50:18
4580,FBS,AP Top 25,2014,14,201414,3,Oregon,2483,Pac-12,2,1393,0,2019-11-12 22:50:18
4581,FBS,AP Top 25,2014,14,201414,4,Mississippi State,344,SEC,0,1301,0,2019-11-12 22:50:18
4582,FBS,AP Top 25,2014,14,201414,5,Baylor,239,Big 12,0,1234,0,2019-11-12 22:50:18
4583,FBS,AP Top 25,2014,14,201414,6,TCU,2628,Big 12,0,1233,0,2019-11-12 22:50:18
4584,FBS,AP Top 25,2014,14,201414,7,Ohio State,194,Big Ten,0,1163,0,2019-11-12 22:50:18
4585,FBS,AP Top 25,2014,14,201414,8,Georgia,61,SEC,0,1002,0,2019-11-12 22:50:18
4586,FBS,AP Top 25,2014,14,201414,9,UCLA,26,Pac-12,0,998,0,2019-11-12 22:50:18
4587,FBS,AP Top 25,2014,14,201414,10,Michigan State,127,Big Ten,0,971,0,2019-11-12 22:50:18
4588,FBS,AP Top 25,2014,14,201414,11,Kansas State,2306,Big 12,0,898,0,2019-11-12 22:50:18
4589,FBS,AP Top 25,2014,14,201414,12,Arizona,12,Pac-12,0,807,0,2019-11-12 22:50:18
4590,FBS,AP Top 25,2014,14,201414,13,Arizona State,9,Pac-12,0,790,0,2019-11-12 22:50:18
4591,FBS,AP Top 25,2014,14,201414,14,Wisconsin,275,Big Ten,0,764,0,2019-11-12 22:50:18
4592,FBS,AP Top 25,2014,14,201414,15,Auburn,2,SEC,0,597,0,2019-11-12 22:50:18
4593,FBS,AP Top 25,2014,14,201414,16,Georgia Tech,59,ACC,0,581,0,2019-11-12 22:50:18
4594,FBS,AP Top 25,2014,14,201414,17,Missouri,142,SEC,0,525,0,2019-11-12 22:50:18
4595,FBS,AP Top 25,2014,14,201414,18,Ole Miss,145,SEC,0,398,0,2019-11-12 22:50:18
4596,FBS,AP Top 25,2014,14,201414,19,Marshall,276,Conference USA,0,384,0,2019-11-12 22:50:18
4597,FBS,AP Top 25,2014,14,201414,20,Oklahoma,201,Big 12,0,363,0,2019-11-12 22:50:18
4598,FBS,AP Top 25,2014,14,201414,21,Colorado State,36,Mountain West,0,346,0,2019-11-12 22:50:18
4599,FBS,AP Top 25,2014,14,201414,22,Minnesota,135,Big Ten,0,232,0,2019-11-12 22:50:18
4600,FBS,AP Top 25,2014,14,201414,23,Clemson,228,ACC,0,198,0,2019-11-12 22:50:18
4601,FBS,AP Top 25,2014,14,201414,24,Louisville,97,ACC,0,191,0,2019-11-12 22:50:18
4602,FBS,AP Top 25,2014,14,201414,25,Boise State,68,Mountain West,0,96,0,2019-11-12 22:50:18
4603,FBS,Coaches Poll,2014,14,201414,1,Alabama,333,SEC,25,1474,0,2019-11-12 22:50:18
4604,FBS,Coaches Poll,2014,14,201414,2,Florida State,52,ACC,30,1462,0,2019-11-12 22:50:18
4605,FBS,Coaches Poll,2014,14,201414,3,Oregon,2483,Pac-12,6,1431,0,2019-11-12 22:50:18
4606,FBS,Coaches Poll,2014,14,201414,4,Mississippi State,344,SEC,0,1323,0,2019-11-12 22:50:18
4607,FBS,Coaches Poll,2014,14,201414,5,TCU,2628,Big 12,0,1259,0,2019-11-12 22:50:18
4608,FBS,Coaches Poll,2014,14,201414,6,Baylor,239,Big 12,0,1242,0,2019-11-12 22:50:18
4609,FBS,Coaches Poll,2014,14,201414,7,Ohio State,194,Big Ten,0,1191,0,2019-11-12 22:50:18
4610,FBS,Coaches Poll,2014,14,201414,8,Michigan State,127,Big Ten,0,1052,0,2019-11-12 22:50:18
4611,FBS,Coaches Poll,2014,14,201414,9,Georgia,61,SEC,0,1002,0,2019-11-12 22:50:18
4612,FBS,Coaches Poll,2014,14,201414,10,UCLA,26,Pac-12,0,963,0,2019-11-12 22:50:18
4613,FBS,Coaches Poll,2014,14,201414,11,Kansas State,2306,Big 12,0,912,0,2019-11-12 22:50:18
4614,FBS,Coaches Poll,2014,14,201414,12,Arizona,12,Pac-12,0,818,0,2019-11-12 22:50:18
4615,FBS,Coaches Poll,2014,14,201414,13,Arizona State,9,Pac-12,0,783,0,2019-11-12 22:50:18
4616,FBS,Coaches Poll,2014,14,201414,14,Wisconsin,275,Big Ten,0,758,0,2019-11-12 22:50:18
4617,FBS,Coaches Poll,2014,14,201414,15,Georgia Tech,59,ACC,0,615,0,2019-11-12 22:50:18
4618,FBS,Coaches Poll,2014,14,201414,16,Auburn,2,SEC,0,565,0,2019-11-12 22:50:18
4619,FBS,Coaches Poll,2014,14,201414,17,Missouri,142,SEC,0,560,0,2019-11-12 22:50:18
4620,FBS,Coaches Poll,2014,14,201414,18,Oklahoma,201,Big 12,0,420,0,2019-11-12 22:50:18
